,Date,High,Low,Open,Close,Volume,Adj Close,Signal,MACD,SIGNAL LINE,plusDI,minusDI,,,,,,MACD-SL,DMI-SIGNAL,k-mean,Signal
30,9/2/2006,30.47999954,29.54999924,29.95000076,30.35000038,443400,28.6122036,buy,-1.222422234,-1.336575105,20.27266247,28.23336327,,,,,,0.114152872,-7.960700797,0,buy
31,10/2/2006,30.5,29.73999977,30.5,30,403700,28.28224564,buy,-1.136817461,-1.296623576,19.55888113,27.09100055,,,,,,0.159806116,-7.532119418,0,buy
32,13/2/2006,32.09999847,30.54999924,31.04999924,31.17000008,826000,29.38524818,wait or hold,-0.963512578,-1.230001377,25.64466302,24.17972865,,,,,,0.266488799,1.464934369,2,wait or hold
33,14/2/2006,32.90000153,31.40999985,31.5,32.79999924,668600,30.92191696,wait or hold,-0.686792929,-1.121359687,27.43754508,22.07511285,,,,,,0.434566758,5.362432235,2,wait or hold
34,15/2/2006,34.20000076,32.34999847,32.54999924,33.75,807800,31.81751823,wait or hold,-0.386417638,-0.974371277,31.33983647,20.06394543,,,,,,0.587953639,11.27589104,1,wait or hold
35,16/2/2006,33.90000153,33.20000076,33.65999985,33.38000107,244400,31.46871376,wait or hold,-0.176180452,-0.814733112,30.21801895,19.34575134,,,,,,0.63855266,10.87226761,1,wait or hold
36,17/2/2006,33.38999939,32.33000183,32.79999924,33.15000153,316000,31.25188637,wait or hold,-0.027797518,-0.657345993,28.55137239,22.80555522,,,,,,0.629548475,5.745817171,2,wait or hold
37,21/2/2006,33.65000153,31.29999924,32.5,32.5,772700,30.63909721,wait or hold,0.036941421,-0.51848851,25.22915309,25.25192917,,,,,,0.555429932,-0.022776072,2,wait or hold
38,22/2/2006,34.29999924,33.29999924,33.52999878,33.63999939,637200,31.7138176,wait or hold,0.178148768,-0.379161055,26.18214489,23.04045868,,,,,,0.557309823,3.141686214,2,wait or hold
39,23/2/2006,35.02000046,34.06999969,34.20000076,34.65000153,926300,32.66599274,wait or hold,0.367293493,-0.229870145,27.93479808,21.48681836,,,,,,0.597163638,6.447979724,2,wait or hold
40,24/2/2006,33.97999954,33.18000031,33.97000122,33.52000046,654000,31.60068321,wait or hold,0.42118275,-0.099659566,25.92908199,24.29112963,,,,,,0.520842316,1.637952367,2,wait or hold
41,27/2/2006,34.06999969,33.09999847,33.90000153,33.34999847,538500,31.4404335,wait or hold,0.445045976,0.009281542,25.12076013,23.11189881,,,,,,0.435764434,2.008861317,2,wait or hold
42,28/2/2006,33.45000076,32.59999847,33.29999924,33.09000015,408200,31.19531631,wait or hold,0.437935113,0.095012257,24.02032975,24.67626186,,,,,,0.342922857,-0.655932104,2,wait or hold
43,1/3/2006,34.06000137,32.59999847,33.09000015,32.79999924,1149500,30.92191696,wait or hold,0.404244752,0.156858756,25.35159371,22.82661187,,,,,,0.247385996,2.524981841,2,wait or hold
44,2/3/2006,33.20000076,32.59999847,32.79999924,32.90000153,388600,31.01619339,wait or hold,0.38121787,0.201730579,24.53759076,22.09368243,,,,,,0.179487292,2.443908332,2,wait or hold
45,3/3/2006,32.66999817,31.31999969,32.65000153,31.87000084,895800,30.04517365,wait or hold,0.276684459,0.216721355,22.48975638,27.01087067,,,,,,0.059963104,-4.521114288,0,wait or hold
46,6/3/2006,32,31.37999916,31.89999962,31.80999947,681300,29.98860931,wait or hold,0.186846573,0.210746398,21.72360571,26.09070077,,,,,,-0.023899825,-4.367095066,0,wait or hold
47,7/3/2006,32.79999924,32,32.09999847,32.40999985,816900,30.55425072,wait or hold,0.162186175,0.201034354,24.99328977,24.6468624,,,,,,-0.038848178,0.346427366,2,wait or hold
48,8/3/2006,33.88999939,32.09999847,32.40999985,33.45999908,691900,31.54412842,wait or hold,0.224763647,0.205780212,28.48544175,22.24938915,,,,,,0.018983435,6.236052603,2,wait or hold
49,9/3/2006,33.40999985,32.59999847,33.40000153,32.84999847,275900,30.96905327,wait or hold,0.222576544,0.209139479,27.12048237,21.18324762,,,,,,0.013437065,5.937234751,2,wait or hold
50,10/3/2006,33.52999878,32.93000031,32.95000076,33.25999832,1123800,31.35558701,wait or hold,0.251028301,0.217517243,26.74908586,20.35279315,,,,,,0.033511058,6.396292704,2,wait or hold
51,13/3/2006,33.70000076,32.77999878,33.25,33.04999924,498300,31.15759659,wait or hold,0.253708907,0.224755576,26.30219345,19.25305985,,,,,,0.028953331,7.049133598,2,wait or hold
52,14/3/2006,34.54999924,33.09999847,33.09999847,34.09999847,538900,32.14748001,wait or hold,0.336668067,0.247138074,28.93337254,17.58471484,,,,,,0.089529993,11.3486577,1,wait or hold
53,15/3/2006,35.5,34.20000076,34.27999878,35.06999969,1084100,33.06194305,wait or hold,0.475197905,0.29275004,32.05193204,16.17583263,,,,,,0.182447865,15.87609942,1,wait or hold
54,16/3/2006,35.34999847,34.79999924,35.20000076,35.16999817,595300,33.15621567,wait or hold,0.586293319,0.351458696,31.00109671,15.64550152,,,,,,0.234834623,15.35559518,1,wait or hold
55,17/3/2006,35.43000031,34.84999847,35.15000153,35.43000031,426900,33.40133286,wait or hold,0.687391145,0.418645186,30.38339433,15.08387781,,,,,,0.268745959,15.29951652,1,wait or hold
56,20/3/2006,37.43000031,35.43000031,35.45000076,36.95000076,990300,34.83430481,wait or hold,0.880007732,0.510917695,38.57196124,13.30965539,,,,,,0.369090037,25.26230585,3,wait or hold
57,21/3/2006,39.06999969,36.63000107,37.95000076,36.97999954,1532000,34.86257172,wait or hold,1.023282148,0.613390586,42.40568883,11.52810806,,,,,,0.409891562,30.87758077,3,wait or hold
58,22/3/2006,39.99000168,37.06999969,37.06999969,39.59999847,2143500,37.33256149,wait or hold,1.332859121,0.757284293,40.61798732,9.787625061,,,,,,0.575574828,30.83036226,3,wait or hold
59,23/3/2006,39.90000153,38.52000046,39.61000061,39.11000061,2010800,36.87062454,wait or hold,1.521130162,0.910053466,37.80023058,9.108636556,,,,,,0.611076695,28.69159402,3,wait or hold
60,24/3/2006,39.5,38.56000137,39.20000076,38.70999908,848400,36.49351501,wait or hold,1.619394,1.051921573,35.96979062,8.667559554,,,,,,0.567472427,27.30223106,3,wait or hold
61,27/3/2006,39.77000046,39.06999969,39.09999847,39.16999817,1208300,36.92717743,wait or hold,1.71461928,1.184461115,35.3867238,8.186160547,,,,,,0.530158166,27.20056325,3,wait or hold
62,28/3/2006,39.20000076,37.43000031,39.18000031,37.56999969,1310200,35.41879272,wait or hold,1.642058001,1.275980492,32.17338349,15.85649815,,,,,,0.366077509,16.31688534,1,wait or hold
63,29/3/2006,37.95000076,36.70999908,37.56999969,37.70999908,838400,35.55078125,wait or hold,1.577662415,1.336316877,30.11053017,18.5627411,,,,,,0.241345539,11.54778908,1,wait or hold
64,30/3/2006,38.22000122,37.20000076,37.95000076,37.49000168,647600,35.34337997,wait or hold,1.491682071,1.367389915,29.91490135,17.56507678,,,,,,0.124292156,12.34982458,1,wait or hold
65,31/3/2006,40.02000046,37.59999847,37.70000076,40,2145500,37.70965576,wait or hold,1.607537957,1.415419524,35.09113466,15.35993579,,,,,,0.192118433,19.73119888,3,wait or hold
66,3/4/2006,40,39.24000168,40,39.59999847,1034600,37.33256149,wait or hold,1.648080926,1.461951804,33.72160468,14.76047119,,,,,,0.186129122,18.96113348,1,wait or hold
67,4/4/2006,40.59999847,39.29999924,40,39.47999954,891800,37.21943665,wait or hold,1.651491485,1.49985974,34.55544702,13.77046505,,,,,,0.151631744,20.78498197,3,wait or hold
68,5/4/2006,39.72999954,38.97000122,39.5,39.47999954,467300,37.21943665,wait or hold,1.635343047,1.526956402,33.15538906,14.97178972,,,,,,0.108386646,18.18359934,1,wait or hold
69,6/4/2006,40.33000183,39.09999847,39.59999847,40.15000153,1680000,37.85106659,wait or hold,1.657500326,1.553065187,34.18600783,13.98426602,,,,,,0.10443514,20.20174181,3,wait or hold
70,7/4/2006,40.75,39.45000076,40.29999924,39.65000153,1383600,37.37969971,wait or hold,1.616086213,1.565669392,34.05483217,13.00771214,,,,,,0.050416821,21.04712003,3,wait or hold
71,10/4/2006,39.65000153,37.34999847,39.65000153,37.91999817,1275800,35.74875259,wait or hold,1.427220222,1.537979558,30.05580061,22.20202055,,,,,,-0.110759336,7.853780055,1,wait or hold
72,11/4/2006,38.29999924,37,37.95000076,37.5,1184400,35.35280991,wait or hold,1.229480413,1.476279729,28.05077329,22.51695619,,,,,,-0.246799316,5.533817106,2,wait or hold
73,12/4/2006,37.97000122,36.75999832,37.5,37.5,1097200,35.35280991,wait or hold,1.060544882,1.39313276,26.29263095,22.34884643,,,,,,-0.332587878,3.94378452,2,wait or hold
74,13/4/2006,39.13000107,37.38000107,37.43999863,38.63000107,1330900,36.41809845,wait or hold,1.00624249,1.315754706,29.84958048,20.36115932,,,,,,-0.309512216,9.488421154,1,wait or hold
75,17/4/2006,38.59999847,36.52999878,38.40000153,36.90000153,2194600,34.78715515,wait or hold,0.814227937,1.215449352,26.77244037,22.43478877,,,,,,-0.401221415,4.337651603,2,wait or hold
76,18/4/2006,37.59999847,36.84000015,37.09999847,37.04999924,1791500,34.92856979,wait or hold,0.666475639,1.105654609,25.73832986,21.56822411,,,,,,-0.43917897,4.17010576,2,wait or hold
77,19/4/2006,39.45000076,37.20000076,37.29999924,38.43999863,2086800,36.23897552,wait or hold,0.65400128,1.015323943,31.69989628,19.0639827,,,,,,-0.361322663,12.63591358,1,wait or hold
78,20/4/2006,39.63999939,37.90000153,38.65000153,38,1155400,35.82417297,wait or hold,0.601675877,0.93259433,29.97266175,17.47941573,,,,,,-0.330918453,12.49324602,1,wait or hold
79,21/4/2006,38.27000046,36.18999863,38.27000046,37.72999954,1826900,35.5696373,wait or hold,0.53228531,0.852532526,27.07549764,23.73644351,,,,,,-0.320247216,3.339054137,2,wait or hold
80,24/4/2006,42.29999924,39.04000092,39.25,41.90000153,3134300,39.50086594,wait or hold,0.804498528,0.842925726,38.45008617,19.318184,,,,,,-0.038427198,19.13190216,1,wait or hold
81,25/4/2006,43.90000153,41,42,42.72999954,2257700,40.28334427,wait or hold,1.074812654,0.889303112,40.337198,17.13813672,,,,,,0.185509542,23.19906129,3,wait or hold
82,26/4/2006,43.25999832,41.56999969,42.40000153,42.99000168,1115700,40.52846527,wait or hold,1.295089247,0.970460339,37.66935305,16.00464471,,,,,,0.324628908,21.66470834,3,wait or hold
83,27/4/2006,44.70000076,42.56000137,42.99000168,44.29999924,1366700,41.76345062,wait or hold,1.557411764,1.087850624,40.1198622,14.68057764,,,,,,0.46956114,25.43928455,3,wait or hold
84,28/4/2006,44.38000107,42.79999924,44.29999924,43.25999832,1167500,40.78300095,wait or hold,1.662224597,1.202725419,37.64366906,13.77449413,,,,,,0.459499179,23.86917493,3,wait or hold
85,1/5/2006,44,43.18999863,43.18999863,43.68000031,996100,41.17894745,wait or hold,1.758904249,1.313961185,36.40322332,13.32059277,,,,,,0.444943065,23.08263055,3,wait or hold
86,2/5/2006,46.90000153,45,45.09999847,45.40000153,1990600,42.80045319,wait or hold,1.951812724,1.441531493,43.03713257,11.67375319,,,,,,0.510281232,31.36337938,3,wait or hold
87,3/5/2006,48.38000107,45.77000046,46.20000076,47.79999924,2106000,45.06304932,wait or hold,2.272160129,1.60765722,43.76414968,10.39313633,,,,,,0.664502909,33.37101334,3,wait or hold
88,4/5/2006,49.20000076,47.75,48.40000153,48.04999924,2102800,45.29872513,wait or hold,2.517193809,1.789564538,44.45926705,9.828175518,,,,,,0.727629271,34.63109153,3,wait or hold
89,5/5/2006,48.84000015,47.93999863,48.04999924,48.59000015,654300,45.80781174,wait or hold,2.72356243,1.976364116,42.90045658,9.483584527,,,,,,0.747198314,33.41687206,3,wait or hold
90,8/5/2006,49.79999924,46.47999954,49.09999847,47.29999924,1375200,44.59166336,wait or hold,2.751304077,2.131352108,37.65553158,13.7005444,,,,,,0.619951969,23.95498718,3,wait or hold
91,9/5/2006,52.13000107,48.04999924,48.25,51.63000107,3223200,48.67374802,wait or hold,3.087096195,2.322500926,39.35705303,11.49813222,,,,,,0.764595269,27.85892082,3,wait or hold
92,10/5/2006,52.18000031,49.34999847,51.72999954,50.09999847,1688700,47.23134232,wait or hold,3.192949755,2.496590692,35.89525256,10.43923555,,,,,,0.696359064,25.456017,3,wait or hold
93,11/5/2006,49.88999939,48,49.25,49.11999893,1129900,46.30746841,wait or hold,3.161320337,2.629536621,33.43465773,14.13037278,,,,,,0.531783716,19.30428495,1,wait or hold
94,12/5/2006,49.97000122,47.79999924,48.75,48.02000046,648500,45.27044678,wait or hold,3.012764245,2.706182146,31.06492565,13.78210285,,,,,,0.306582099,17.2828228,1,wait or hold
95,15/5/2006,49.95000076,48.74000168,48.84999847,49.75,1214000,46.90138626,wait or hold,3.00004567,2.764954851,29.09009681,12.90596059,,,,,,0.23509082,16.18413622,1,wait or hold
96,16/5/2006,49.59999847,47.52999878,49.5,47.84999847,755300,45.11016846,wait or hold,2.804325956,2.772829072,26.96653544,15.9426392,,,,,,0.031496884,11.02389624,1,wait or hold
97,17/5/2006,47.54999924,45.79000092,47.5,46.63000107,1055800,43.96003723,wait or hold,2.521704802,2.722604218,25.13310684,20.60147715,,,,,,-0.200899416,4.53162969,2,wait or hold
98,18/5/2006,47.54000092,46.65000153,46.75,46.90000153,848500,44.21458054,wait or hold,2.293079011,2.636699176,24.34566271,19.95601329,,,,,,-0.343620166,4.389649424,2,wait or hold
99,19/5/2006,48.47999954,46.84999847,47.40000153,47.40000153,1612000,44.6859436,wait or hold,2.127710186,2.534901378,26.24482893,18.81866461,,,,,,-0.407191192,7.426164315,2,wait or hold
100,22/5/2006,47.5,45.75999832,47.40000153,47,1437800,44.30885696,wait or hold,1.941991444,2.416319391,24.6310319,21.51346567,,,,,,-0.474327947,3.117566236,2,wait or hold
101,23/5/2006,47.25,45.09000015,47.06000137,45.18999863,1062500,42.60248947,wait or hold,1.629967182,2.25904895,22.76005985,22.23546277,,,,,,-0.629081767,0.524597077,2,wait or hold
102,24/5/2006,45.36000061,42.75999832,45.29999924,43.81999969,1736000,41.31093597,wait or hold,1.257641227,2.058767405,20.71984507,28.27540714,,,,,,-0.801126178,-7.555562069,0,wait or hold
103,25/5/2006,44.77999878,43.40000153,44.25,43.90000153,656800,41.38635254,wait or hold,0.957982665,1.838610457,19.70994793,26.89724757,,,,,,-0.880627792,-7.187299639,0,wait or hold
104,26/5/2006,46.70000076,44.34999847,44.34999847,46.36999893,1798300,43.71492004,wait or hold,0.909326646,1.652753695,24.41289935,24.30837357,,,,,,-0.743427049,0.104525781,2,wait or hold
105,30/5/2006,46.11999893,43.84999847,46,44.61000061,1009700,42.05569839,wait or hold,0.7204447,1.466291896,22.32977668,23.9272008,,,,,,-0.745847196,-1.597424112,2,wait or hold
106,31/5/2006,47.29999924,45,45,46.70000076,1833800,44.02603149,wait or hold,0.730973412,1.319228199,24.25360686,21.789805,,,,,,-0.588254787,2.463801858,2,wait or hold
107,1/6/2006,46.84999847,45.54999924,45.68000031,46.25,2097300,43.60177994,wait or hold,0.694994786,1.194381516,23.17612587,20.82177989,,,,,,-0.499386731,2.354345987,2,wait or hold
108,2/6/2006,46.81000137,45.25,46.25999832,45.84999847,1219200,43.22468948,wait or hold,0.626977333,1.08090068,21.9177899,20.73539321,,,,,,-0.453923347,1.182396696,2,wait or hold
109,5/6/2006,46.59000015,44.09999847,45.45000076,44.58000183,1258000,42.02741241,wait or hold,0.465232146,0.957766973,20.04684442,22.9078018,,,,,,-0.492534827,-2.860957383,0,wait or hold
110,6/6/2006,46.29000092,44.54999924,45.02000046,46.27999878,1433400,43.63007736,wait or hold,0.468819019,0.859977382,18.83678718,21.52505293,,,,,,-0.391158363,-2.688265755,2,wait or hold
111,7/6/2006,47.63000107,46.04000092,46.5,46.88999939,1748100,44.20514297,wait or hold,0.514947532,0.790971412,22.50601527,20.31813978,,,,,,-0.27602388,2.187875495,2,wait or hold
112,8/6/2006,47.29999924,45.59999847,47,47.18000031,2039800,44.47854614,wait or hold,0.568353704,0.746447871,21.14112859,20.65559184,,,,,,-0.178094166,0.485536756,2,wait or hold
113,9/6/2006,49.09999847,47.18000031,47.18000031,47.81999969,832800,45.08189011,wait or hold,0.654773204,0.728112937,26.12901096,19.23665239,,,,,,-0.073339734,6.89235857,2,wait or hold
114,12/6/2006,47.59999847,43.5,47.59999847,44.25,2493500,41.71630478,wait or hold,0.43023298,0.668536946,22.40038155,28.64755926,,,,,,-0.238303965,-6.24717771,0,wait or hold
115,13/6/2006,44.52000046,41,44.15000153,41.54999924,4141900,39.1709137,wait or hold,0.034023747,0.541634306,19.90757642,33.36323844,,,,,,-0.507610559,-13.45566203,0,wait or hold
116,14/6/2006,44.16999817,41.29000092,41.79999924,42.49000168,2547400,40.05708694,wait or hold,-0.201798442,0.392947756,18.12986404,30.38395856,,,,,,-0.594746198,-12.25409452,0,wait or hold
117,15/6/2006,45.95999908,42.90000153,42.90000153,45.47999954,1525900,42.87587738,wait or hold,-0.145741566,0.285209892,21.60375138,27.22898113,,,,,,-0.430951458,-5.625229753,0,wait or hold
118,16/6/2006,47.70000076,45.09999847,45.49000168,45.20000076,1732000,42.6119194,wait or hold,-0.122497557,0.203668402,25.1073986,25.12390276,,,,,,-0.326165959,-0.01650416,2,wait or hold
119,19/6/2006,46.75,45.54999924,45.54999924,46.47000122,1206900,43.80919266,wait or hold,-0.001579949,0.162618732,23.92014596,23.93586969,,,,,,-0.164198681,-0.015723728,2,wait or hold
120,20/6/2006,47.70000076,46.59999847,46.65000153,47.47000122,982700,44.75193787,wait or hold,0.172946101,0.164684206,25.99100192,23.00616751,,,,,,0.008261895,2.984834413,2,wait or hold
121,21/6/2006,49.20000076,47,47.45000076,48.93999863,1705900,46.13776398,wait or hold,0.424976816,0.216742728,28.92784388,21.40474043,,,,,,0.208234088,7.523103451,2,wait or hold
122,22/6/2006,49.56000137,48,48.15000153,49.52999878,1293800,46.6939888,wait or hold,0.664659248,0.306326032,28.63253264,20.32438387,,,,,,0.358333216,8.308148774,1,wait or hold
123,23/6/2006,50.86999893,49.08000183,49.40000153,50.66999817,1683200,47.76870728,wait or hold,0.935810238,0.432222873,31.24805893,19.13118962,,,,,,0.503587365,12.11686932,1,wait or hold
124,26/6/2006,50.63000107,49.20999908,50.63000107,49.63999939,762000,46.79768372,wait or hold,1.055420861,0.556862471,29.71568602,18.1930156,,,,,,0.49855839,11.52267042,1,wait or hold
125,27/6/2006,49.5,46.84000015,49.5,48.04000092,1111100,45.28929901,wait or hold,1.009470149,0.647384006,26.98281755,24.30422014,,,,,,0.362086143,2.67859741,2,wait or hold
126,28/6/2006,48.83000183,46.75999832,48.34999847,47.29999924,779000,44.59166336,wait or hold,0.902933497,0.698493904,25.14192142,22.9097468,,,,,,0.204439592,2.232174618,2,wait or hold
127,29/6/2006,48.59999847,46.93000031,47.79999924,48.11000061,1349100,45.35528946,wait or hold,0.873790238,0.733553171,23.73502759,21.62776119,,,,,,0.140237067,2.107266397,2,wait or hold
128,30/6/2006,50.90000153,47.63000107,48.40000153,50.54000092,2847100,47.64615631,wait or hold,1.034845586,0.793811654,28.65357935,19.34505822,,,,,,0.241033932,9.308521134,1,wait or hold
129,3/7/2006,52.24000168,50.34000015,50.63000107,52.09999847,994500,49.11682129,sell,1.273679647,0.889785253,31.24766707,18.14659734,,,,,,0.383894394,13.10106973,1,sell
130,5/7/2006,54,51.5,51.90000153,53.5,2451400,50.4366684,sell,1.557966479,1.023421498,34.40731034,16.68214124,,,,,,0.534544981,17.7251691,1,sell
131,6/7/2006,55.65000153,53.20999908,53.5,55.63999939,3365900,52.45413589,sell,1.933655877,1.205468374,37.00447556,15.3777472,,,,,,0.728187503,21.62672836,3,sell
132,7/7/2006,56.09999847,54.11000061,55,54.81000137,1315500,51.67166901,sell,2.139752805,1.39232526,36.07963832,14.38953373,,,,,,0.747427545,21.69010459,3,sell
133,10/7/2006,56.40999985,54.79999924,55,55.84999847,1408600,52.65211105,sell,2.359802819,1.585820772,35.18754849,13.62657196,,,,,,0.773982048,21.56097653,3,sell
134,11/7/2006,54.00999832,51.59999847,54,53.45000076,3545700,50.389534,sell,2.31386157,1.731428931,30.57842134,21.70424873,,,,,,0.582432638,8.874172613,1,sell
135,12/7/2006,53.29999924,51.88000107,53.29999924,52.54999924,957900,49.5410614,sell,2.179703942,1.821083933,29.06388842,20.62924885,,,,,,0.358620008,8.434639572,1,sell
136,13/7/2006,51.04999924,48.22000122,51,48.52000046,2740000,45.74180603,wait or hold,1.728273435,1.802521834,25.33666131,28.82360722,,,,,,-0.074248399,-3.486945907,0,wait or hold
137,14/7/2006,48.5,45.41999817,48.5,47.20000076,2253700,44.49740601,wait or hold,1.249594039,1.691936275,23.05688722,34.35724233,,,,,,-0.442342236,-11.30035511,0,wait or hold
138,17/7/2006,48.79999924,46.36000061,47.25,47.56999969,1525800,44.84621811,wait or hold,0.889835515,1.531516123,22.29424739,31.92250746,,,,,,-0.641680607,-9.628260069,0,wait or hold
139,18/7/2006,49.09999847,46.75999832,47.56999969,48.79999924,1231100,46.00579453,wait or hold,0.695952456,1.36440339,21.64816038,29.74547328,,,,,,-0.668450933,-8.097312899,0,wait or hold
140,19/7/2006,52.02999878,49.70999908,49.95000076,51.25,1285900,48.31550598,wait or hold,0.731560321,1.237834776,28.00519867,27.0075304,,,,,,-0.506274454,0.997668275,2,wait or hold
141,20/7/2006,51.72999954,49.70000076,51.20000076,50.20000076,963600,47.32562256,wait or hold,0.667360739,1.123739969,26.36281976,25.45254482,,,,,,-0.456379229,0.910274946,2,wait or hold
142,21/7/2006,50.20000076,48.16999817,50.20000076,48.77000046,1389600,45.9774971,wait or hold,0.495382586,0.998068492,24.79673691,28.41786006,,,,,,-0.502685906,-3.621123149,0,wait or hold
