Date,High,Low,Open,Close,Volume,Adj Close,Signal,MACD-1,SIGNAL LINE1,MACD-2,SIGNAL LINE2,plusDI,minusDI,adx,storsi,%K,%D,AO,%R,RSI-7,RSI-14,RSI,MA,MA-26,Trend,Trading Signal,AO-signal,MACD-SL-1,MACD-SL-2,DMI,STOCHRSI,MA-trend,MACD-SL-1_n,MACD-SL-2_n,MACD-1_n,MACD-2_n,SIGNAL LINE1_n,SIGNAL LINE2_n,plusDI_n,minusDI_n,DMI_n,%K_n,%D_n,STOCHRSI_n,Close_n,%R_n,RSI_n,AO_n,MA-trend_n
30/12/2004,1.161249995,1.146785736,1.157321453,1.157142878,345340800,0.9901037220000001,wait or hold,0.02146445077973036,0.02956087220382131,0.028134486924923374,0.025181850130674265,26.472804121858662,19.514843776405506,32.67502578402947,0.38613224910489513,0.3136291969632302,0.24273408697340149,0.024609772755882275,-45.76272882044966,56.69177201575687,58.29994120190649,58.29994120190649,1.1511190492666665,1.1537980711538458,0.9,1.0,0,-0.00809642142409095,0.002952636794249109,6.957960345453156,0.07089510998982873,-0.0033448068461541247,0.07500983628232438,0.21796849285533804,0.02300186761194789,-0.15628093892024808,-0.00307891058137022,-0.11742104538122655,-0.1379781112072429,-0.22101562343347625,-0.008321157849580763,-0.37274160607354023,-0.5191349251906583,0.2416572069965499,-0.9674266268557832,0.08474542359100679,0.10189839209384388,0.043741357789616186,-0.10307286620448008
31/12/2004,1.160714269,1.1433928009999998,1.158750057,1.149999976,278588800,0.983991981,wait or hold,0.020156066328597788,0.027679910084217357,0.027813889338556663,0.025335608368419714,25.519896512165936,19.517478302554633,31.293069502576664,0.25888002042629055,0.3168726424321496,0.27980336470304523,0.0216302455235291,-52.54243066703496,52.343088334568414,56.54076341847853,56.54076341847853,1.1516071397999998,1.1559477951923074,0.9,1.0,0,-0.007523843755619569,0.0024782809701369493,6.002418209611303,0.037069277729104344,0.005947819192307469,0.07679265048781647,0.2165937334584429,0.021759697804210498,-0.15666166317360475,-0.005043288465200746,-0.11721203392994017,-0.1690072086073956,-0.22091045965490141,-0.028687647007567985,-0.3662547151357015,-0.4447384934839018,0.11702661095455658,-0.96791811798337,-0.05084861334069912,0.05488058456613687,0.04256388453730886,-0.09956466053832413
3/1/2005,1.1626785990000001,1.117857099,1.156785727,1.1301785709999999,691992000,0.967032135,wait or hold,0.017329098483285676,0.025609746932375037,0.027202695165861046,0.02544454078778831,23.193403723194834,22.931977226326442,29.098334083247742,0.0,0.2150040898437285,0.24740372727326904,0.016547261367646948,-71.3559627693115,41.93019917849026,51.86393431568796,51.86393431568796,1.1493928511333331,1.1554258189999997,0.9,0.5,0,-0.008280648449089361,0.0017581543780727377,0.2614264968683919,-0.03239963742954052,0.02524724799999989,0.07443621531299871,0.21450669088602914,0.019075796981443016,-0.15738748412469972,-0.00720525795358995,-0.11706395651049106,-0.24476373590915057,-0.0846120938623276,-0.15105152933983212,-0.5699918203125435,-0.5097631597573544,-0.13893020441301174,-0.9692819956753509,-0.4271192553862301,-0.07011772581866971,0.04055515046014935,-0.09227862909613704
4/1/2005,1.1691071990000002,1.124464273,1.139107108,1.1417857409999999,1096810400,0.97696352,wait or hold,0.015837716675506597,0.023655340252879263,0.02675926229764647,0.02552115428380875,22.410134121059855,20.88930903941246,27.27076331150852,0.1599253806466614,0.1396018003576506,0.19350276381536177,0.015473735176470438,-60.33899069232803,48.87815602292019,54.25039233895532,54.25039233895532,1.1482380946,1.1550068625384613,0.1,0.0,0,-0.007817623577372666,0.0012381080138377173,1.520825081647395,-0.05390096345771117,0.013221121538461444,0.07587791897041973,0.21299951296238606,0.017659890936527756,-0.15791408087665304,-0.009246337471990995,-0.1169598118596018,-0.27026898796927656,-0.16615036402974315,-0.12420862345385764,-0.7207963992846991,-0.6179400542755287,-0.2181514060653239,-0.9684833257410032,-0.20677981384656063,-0.006334505573419746,0.04013090584777057,-0.09681880157479417
5/1/2005,1.165178537,1.143749952,1.1510714290000001,1.151785731,680433600,0.985520542,wait or hold,0.015282467668342514,0.021980765305421802,0.026448817770356126,0.02557515147837249,21.337588382436117,19.88954976657699,25.573733309179243,0.2947474940237315,0.15155762489013092,0.17253019435272726,0.011660705176470554,-50.84747720539585,54.36615305042872,56.26225132519993,56.26225132519993,1.1472976207333332,1.1523008208076921,0.1,0.0,0,-0.0066982976370792875,0.0008736662919836373,1.4480386158591259,-0.020972569462596347,0.000515089807692215,0.07936312333100615,0.21194330229462977,0.017132741938480356,-0.15828274790936758,-0.01099517545087314,-0.11688641070616335,-0.305193807386561,-0.2060582855478209,-0.12575999906642432,-0.6968847502197385,-0.6600310910397644,-0.09682740319424521,-0.9677952431716277,-0.016949544107916936,0.04743675022530369,0.03862404234724859,-0.10161565580391596
6/1/2005,1.1591070890000001,1.130892873,1.154821396,1.152678609,705555200,0.986283839,wait or hold,0.014744082427987859,0.020533428432235084,0.026134539124702982,0.02560767753234582,20.088780920031663,21.39249944647998,23.971531509526706,0.5297545829222465,0.3281424858642131,0.2503363401085056,0.00498055321764701,-45.77202132756807,54.870819174563984,56.4464180992753,56.4464180992753,1.1464523871333332,1.150583789807692,0.1,0.0,0,-0.005789346004247225,0.0005268615923571633,-1.3037185264483178,0.07780614575570749,-0.0020948191923080284,0.08219329288240451,0.21093820655117312,0.016621603266723017,-0.1586559681324773,-0.012506697939555167,-0.11684219637433135,-0.3458581572047772,-0.14606424548147834,-0.1844111353188752,-0.34371502827157463,-0.5038775330637283,0.26712077874638984,-0.9677338057313524,0.08455957344863863,0.052359003119835545,0.03598412680378482,-0.10260096367104155
7/1/2005,1.243392825,1.15625,1.160714269,1.236607194,2227450400,1.058096886,wait or hold,0.020820852006897095,0.020590913156626627,0.02697904541703844,0.025687336948425708,32.35984977716267,17.787831897702038,24.3348655774919,1.0,0.6081673589819926,0.4292518495452897,0.008063541394117468,-4.732197817936379,79.60520123958372,69.4627211875559,69.4627211875559,1.1496071497333333,1.151586537076923,0.9,1.0,1,0.0002299388502704676,0.001291708468612731,14.572017879460635,0.17891550943670287,-0.08502065692307714,0.10093532062195565,0.21315485569274606,0.022390840047979088,-0.15765307840006182,-0.012446663917563883,-0.1167339112482293,0.05371908081799148,-0.28995367321081345,0.15396537499706597,0.21633471796398385,-0.1448018700262228,0.6396561878934597,-0.9619588203152821,0.9053560436412724,0.40024768105352604,0.037202486574273275,-0.1339076032144495
10/1/2005,1.262500048,1.212142825,1.246964335,1.231428623,1725309600,1.0536663529999999,wait or hold,0.024932697169394613,0.021459270073491046,0.02763962621425531,0.02580063363899272,32.870825109870445,16.159977546494567,25.03111414347426,0.9231440326485516,0.8176328718569327,0.6234423607011332,0.020339279629411733,-19.12087409907088,76.58367318778842,68.11014939830653,68.11014939830653,1.1543333450666666,1.1541620904615382,0.9,1.0,1,0.0034734270959035675,0.0018389925752625887,16.71084756337588,0.19419051115579944,-0.07726653253846183,0.11103445168848736,0.21474097297041772,0.02629459319218963,-0.15686860858027207,-0.011539797636217042,-0.11657990125131079,0.07035773833986547,-0.35493359933503,0.19955253430099718,0.6352657437138636,0.2449300585716938,0.6959366233346278,-0.9623151491155483,0.6175825180185825,0.36409729269970637,0.0420537103749592,-0.1309802215475674
11/1/2005,1.234821439,1.145357132,1.21875,1.1528571840000001,2611627200,0.986436903,wait or hold,0.021624806634363836,0.021492377389152207,0.027095759122308438,0.025875726492589568,27.972990276150213,24.875234512472538,23.661863703520662,0.0,0.6410480108828506,0.6322451857919924,0.02600891801470584,-70.98262742337118,45.80713034972757,51.67055454173141,51.67055454173141,1.1565238236666664,1.1554533012692305,0.9,0.5,1,0.00013242924521162866,0.0012200326297188702,3.097755763677675,0.008802825090858168,0.002596117269230369,0.10063170852067516,0.21294712759489043,0.02315410818691599,-0.15751447555280085,-0.011505222097454193,-0.11647782368758697,-0.08912823129613245,-0.00704206138340524,-0.09059781715469661,0.2820960217656998,0.2625969465125644,0.012879436891146012,-0.9677215182845823,-0.4196525484674237,-0.07528621593791351,0.04429428313309636,-0.10083001433919137
12/1/2005,1.176785707,1.130357146,1.168750048,1.168928623,1919702400,1.0001882309999999,wait or hold,0.020064426676101643,0.02120678722248117,0.026780750565540634,0.025928156869654228,25.82261684378072,25.446589608408583,22.024118925837932,0.13713210768988696,0.3534253801128129,0.49283528295239865,0.02433350648823529,-60.57800166775038,50.5494578733594,54.110431854243025,54.110431854243025,1.1586309670666664,1.1552335251923074,0.9,0.5,0,-0.001142360546379527,0.0008525936958864062,0.37602723537213834,-0.13940990283958576,-0.013695097807692624,0.09666244203577623,0.21188223052523414,0.02167269584586129,-0.1578885625786438,-0.011803477443163235,-0.11640655238946052,-0.15914986403470333,0.015765023228974107,-0.14860892151471783,-0.293149239774375,-0.0171926785104608,-0.5332073668452074,-0.9666156694746654,-0.21156003335500762,-0.01007525036549195,0.04363218069026398,-0.10698036761983276
