Date,High,Low,Open,Close,Volume,Adj Close,Signal,MACD,SIGNAL LINE,plusDI,minusDI,adx,MACD-SL,DMI,MACD-SL_n,DMI_n,Close_n
29/8/2002,45.15999985,44.61000061,44.63999939,44.90000153,242600,21.97170448,wait or hold,0.14968279331042567,0.10516222344842414,24.86730741760499,21.545981898769227,12.95883032435127,0.04452056986200152,3.3213255188357635,0.014232591716601295,0.20303020464447563,-0.8692693411253415
30/8/2002,45.52999878,44.79999924,44.79999924,45.25,149600,22.14295959,wait or hold,0.1882827693160536,0.1217863409700522,26.57645759534996,20.119611982645516,13.020869988750121,0.06649642834600139,6.456845612704445,0.023570147526863927,0.2741246825297299,-0.8644580351009432
3/9/2002,45.45000076,44.75,45.45000076,44.91999817,207700,21.98147583,wait or hold,0.1902021664805318,0.13546951156915,24.875848888604235,19.289231183685814,12.994336428840457,0.054732654911381795,5.586617704918421,0.018571712946252816,0.2543932195210239,-0.8689944543394086
4/9/2002,45.20000076,44.74000168,45.0,44.84999847,246000,21.94722939,wait or hold,0.18398232710955398,0.14517207779551536,23.798159014327013,18.547733112862637,12.951805437947783,0.03881024931403862,5.250425901464375,0.011806272997361367,0.24677043924205022,-0.8699567156267681
5/9/2002,44.90000153,44.75,44.79999924,44.84999847,152800,21.94722939,wait or hold,0.17701122518072765,0.15153990890979144,23.441523057961412,18.26977932101103,12.912312374976013,0.025471316270936212,5.171743736950383,0.00613855212857195,0.24498640749052614,-0.8699567156267681
6/9/2002,44.99000168,44.86999893,44.90000153,44.95000076,267700,21.99616241,wait or hold,0.17747192730677597,0.15672631365596992,24.047605304835358,17.99866709854907,13.017603205445186,0.020745613650806044,6.048938206286287,0.004130598173540001,0.2648758296387741,-0.8685820192735794
9/9/2002,45.0,44.70000076,44.95000076,44.84999847,199200,21.94722939,wait or hold,0.16786552103000218,0.1589541554973688,23.251388157240747,19.278950625205248,12.754934710206808,0.008911365532633386,3.9724375320354994,-0.0008977811435360028,0.21779345515394288,-0.8699567156267681
10/9/2002,45.09999847,44.84999847,44.84999847,44.99000168,207800,22.01574326,wait or hold,0.16954970939800518,0.16107326655645662,23.734681118153578,18.722622632703185,12.68707781935873,0.008476442841548554,5.0120584854503925,-0.0010825800629551408,0.24136571961690456,-0.8680321406773174
11/9/2002,45.09999847,44.83000183,45.0,44.88999939,93500,21.9668026,wait or hold,0.16098752334982436,0.1610561179133242,22.963959865113782,18.355153404936438,12.577584805362433,-6.859456349983528e-05,4.608806460177345,-0.0047133717213797555,0.2322224223856033,-0.8694068370305061
12/9/2002,45.09999847,44.59999847,45.0,44.75,158600,21.89829063,wait or hold,0.14131359064293036,0.15710761212658447,21.567253522199216,20.03659995865327,11.941979810604154,-0.015794021483654108,1.5306535635459468,-0.011395115308965087,0.16242868275531985,-0.8713313594677586
