Date,High,Low,Open,Close,Volume,Adj Close,Signal,MACD-1,SIGNAL LINE1,MACD-2,SIGNAL LINE2,plusDI,minusDI,adx,storsi,%K,%D,AO,%R,RSI-7,RSI-14,RSI,MA,MA-26,Trend,Trading Signal,AO-signal,MACD-SL-1,MACD-SL-2,DMI,STOCHRSI,MA-trend,MACD-SL-1_n,MACD-SL-2_n,MACD-1_n,MACD-2_n,SIGNAL LINE1_n,SIGNAL LINE2_n,plusDI_n,minusDI_n,DMI_n,%K_n,%D_n,STOCHRSI_n,Close_n,%R_n,RSI_n,AO_n,MA-trend_n
30/12/2004,13.35000038,13.07999992,13.14000034,13.21000004,1155500,13.21000004,wait or hold,-0.07192107031799289,-0.2124111312334704,-0.1736060317790642,-0.160481985439194,24.25841997533516,20.49498668654067,13.645491963361199,0.9773888239228927,0.9924629413076307,0.9422573658681558,0.019382265411765687,-6.363649619830139,67.61031984385866,55.42828452334827,55.42828452334827,12.545999972666666,12.76307685576923,0.9,1.0,1,0.14049006091547753,-0.013124046339870188,3.763433288794488,0.0502055754394749,-0.44692318423077104,0.26658018525655836,-0.043782713795617156,0.008504266418339679,-0.06752950688496373,-0.023638607704805747,-0.038647654252956465,-0.1090263995028119,-0.24723585684948934,0.1109383701781661,0.9849258826152583,0.8847313778140735,0.18654909058246782,-0.8864919634798496,0.8727270076033973,0.08867679653402738,0.10160104801249248,-0.140748099178708
31/12/2004,13.26000023,12.98999977,13.26000023,13.02999973,838300,13.02999973,wait or hold,-0.04555385447993032,-0.17903965912467237,-0.16676634844635885,-0.16084910481129172,23.31673821502914,20.993355323883694,13.045346961830234,0.8401858722859795,0.9391915654029571,0.9407244656355452,0.15926467632353258,-14.545479066107255,59.29638348840318,52.503836627174536,52.503836627174536,12.581333288,12.768076859999997,0.9,1.0,1,0.13348580464474205,-0.0059172436350671265,2.323382891145446,-0.0015329002325881191,-0.2619228700000029,0.2621327939757345,-0.037276753170548016,0.015344280730027693,-0.06461417001917624,-0.01408544633631259,-0.03883157215789668,-0.14361288903326996,-0.2289311833212564,0.07880307222966443,0.8783831308059113,0.8816652249007475,0.002402846118444213,-0.891704076070302,0.7090904186778548,0.003183863369427664,0.11500023706980089,-0.12482619329491396
3/1/2005,13.23999977,12.64000034,13.0,12.81999969,2508200,12.81999969,wait or hold,-0.04103305778713917,-0.1514383277687584,-0.16311816079328523,-0.1609814895285636,21.334753526620403,24.16734928239161,12.558193427155965,0.6870493344618717,0.8348746768902476,0.8877995712627039,0.21608826047059182,-24.09093213222349,50.79469855157426,49.23976817584719,49.23976817584719,12.587333298,12.747692218076919,0.9,1.0,1,0.11040526998161923,-0.00213667126472164,-2.832595755771205,-0.05292489437245629,-0.07230747192308051,0.24747768076315824,-0.033863831242589626,0.016517036862826684,-0.06305917171867603,-0.006184087607855826,-0.038897893691700824,-0.21640806842901428,-0.11235297426537194,-0.036254644017819304,0.6697493537804926,0.7758032675361746,-0.18051021023748293,-0.8977848647782743,0.5181813573555303,-0.09223749336567255,0.12044330844623419,-0.10850709386607205
4/1/2005,12.80000019,12.10999966,12.69999981,12.19999981,2066700,12.19999981,wait or hold,-0.08621718008760659,-0.13839409404027297,-0.168087303913806,-0.16139557059291348,19.249563682531008,29.10116294226892,13.116557245418702,0.13449925126263276,0.5539114860034944,0.7208555286327955,0.14364705917647136,-52.27273512396425,34.0025231325957,41.11321207540071,41.11321207540071,12.570666631333333,12.705384511153843,0.1,0.5,0,0.05217691395266638,-0.006691733320892512,-9.851599259737913,-0.16694404262930107,0.5053847011538437,0.21050526386547141,-0.03797592582822917,0.004795661155418296,-0.06517721219305839,-0.0024499499788563917,-0.039105338265915224,-0.29299381082268516,0.06886197692953977,-0.1928865016734842,0.10782297200698698,0.4418767981009173,-0.586324213757148,-0.9157376626408281,-0.04545470247928496,-0.3298081878078096,0.11350424194493769,-0.05878847339896398
5/1/2005,12.30000019,11.97999954,12.18999958,12.0,2209600,12.0,wait or hold,-0.13650742916625447,-0.13801676096845314,-0.17516229270535888,-0.1621969003673312,18.377742704782303,29.623080415718622,13.853044953383774,0.004099902888757822,0.27521616287108713,0.49803584575173865,-0.01794117791176042,-98.5401133038721,30.240185294064673,38.883841021036815,38.883841021036815,12.573999977333333,12.67653835730769,0.1,0.14285811564607334,0,0.0015093318021986712,-0.012965392338027681,-11.245337710936319,-0.22281968288065152,0.67653835730769,0.1783336021834303,-0.04363948846653887,-0.008250313267855636,-0.06819284532192271,-0.002341931857479773,-0.03950678505537497,-0.32501442372012546,0.08803157999908717,-0.22398833009883867,-0.4495676742578266,-0.0038137988981099546,-0.7851953473894222,-0.9215288833769986,-0.9708022660774418,-0.39498133409610414,0.09802587462148549,-0.04405826920293476
6/1/2005,12.15999985,11.89999962,12.06000042,11.93999958,1920000,11.93999958,wait or hold,-0.17911376201324458,-0.14623616286804433,-0.18221999586013737,-0.16336115969444434,17.677211108405558,29.666767713295073,14.672424142393533,0.0,0.046199718050463266,0.2721177819009982,-0.22082360444117022,-97.24138351486097,29.112725638732286,38.21436202848094,38.21436202848094,12.523999977333334,12.637692194615381,0.1,0.0,0,-0.03287759914520025,-0.018858836165693033,-11.989556604889515,-0.22591806385053495,0.6976926146153808,0.156499430080288,-0.04895981081465772,-0.019302975340021233,-0.07120111064562917,-0.004694877884053095,-0.04009005075183292,-0.3507438471252955,0.08963617880315922,-0.24059587101208313,-0.9076005638990736,-0.45570187022370223,-0.7962230248018612,-0.9232662634099242,-0.9448276702972191,-0.41455279674400036,0.0785919803115871,-0.04223764476078129
7/1/2005,12.47999954,12.11999989,12.30000019,12.14999962,2061500,12.14999962,wait or hold,-0.19376937113585235,-0.15574280608592841,-0.1854772033597527,-0.16464582673677533,20.94393302959367,27.336117630012623,14.570094209448545,0.21277759867287896,0.07229250052054532,0.17220514121074906,-0.3602354155588188,-82.75862972651133,38.478718308701644,41.97964766240038,41.97964766240038,12.508666611333332,12.60384603653846,0.1,0.5,0,-0.03802656504992394,-0.020831376622977377,-6.392184600418954,-0.09991264069020374,0.45384641653846103,0.1532300656845842,-0.05074052704515675,-0.02310483962333454,-0.07258945812331752,-0.007416319013082373,-0.040733637794437505,-0.23076229041618634,0.004033302365189284,-0.11568828625955174,-0.8554149989589096,-0.6555501237586336,-0.34774778165502573,-0.9171854747019519,-0.6551725945302264,-0.3044789214434781,0.06523786951372967,-0.06322407514629247
10/1/2005,12.30000019,12.09000015,12.15999985,12.13000011,1104500,12.13000011,wait or hold,-0.20463060226444973,-0.1655203666087543,-0.18845828154438493,-0.1660277286768202,20.276793826152815,26.920411559289885,14.53482281787151,0.19804240557002098,0.1369400014142997,0.15457257131252236,-0.48158834608822865,-84.13790555530468,37.92201511834491,41.71889553788507,41.71889553788507,12.516666603333332,12.569230666538461,0.1,0.5,0,-0.039110235655695436,-0.022430552867564735,-6.64361773313707,-0.01763256989822265,0.43923055653846177,0.15254198303639077,-0.05218418772326838,-0.025922390661655137,-0.07386010863573178,-0.01021531490874572,-0.04142593716342369,-0.25526526376428094,-0.011235242519280875,-0.12129911671882787,-0.726119997171401,-0.6908193176779283,-0.054898681758589585,-0.9177645831372312,-0.6827581111060934,-0.31210171546996146,0.053613599898819864,-0.06448197758985497
11/1/2005,12.13000011,11.65999985,12.05000019,11.67000008,1885700,11.67000008,wait or hold,-0.24736777808140964,-0.18188985062719323,-0.19738319944029392,-0.16784575465641385,18.831035111492564,31.524252890261895,15.297143931012622,0.0,0.1369400014142997,0.14575628636341056,-0.5716765737647016,-99.40827059977318,27.316822030776393,36.15609183292316,36.15609183292316,12.491333262666666,12.513846067307695,0.1,0.0,0,-0.0654779274542164,-0.029537444783880068,-12.69321777876933,-0.008816284949110853,0.8438459873076951,0.135799671209488,-0.058599953613925226,-0.03700899517934375,-0.07766425290680556,-0.014901362975108579,-0.04233672410278677,-0.3083657067758515,0.1578600941947439,-0.2562983502547098,-0.726119997171401,-0.7084539146375725,-0.023519988389386626,-0.9310844043529363,-0.9881654119954633,-0.4747240025615975,0.04498414329589995,-0.029659070209262506
12/1/2005,12.07999992,11.72000027,11.80000019,12.07999992,1181700,12.07999992,wait or hold,-0.24543309703062555,-0.19459850097858136,-0.1994750067156712,-0.16967811874628017,17.648855785047648,29.545215634591077,16.005013536072223,0.36671439158667757,0.18825226571889922,0.1670042760411555,-0.5876176996764659,-75.1479326459146,43.691528640459964,43.40022090249712,43.40022090249712,12.476666578,12.464230683846155,0.1,0.0,0,-0.050834596052044184,-0.029796887969391034,-11.89635984954343,0.021247989677743717,0.38423076384615484,0.1450975355198405,-0.05883416665103969,-0.03650711260830597,-0.07855586185555175,-0.018539434055304227,-0.04325469408778171,-0.3517852935414737,0.08517167010289906,-0.23851614831225998,-0.6234954685622022,-0.665953049893238,0.08348400028938441,-0.9192123951983548,-0.5029586529182917,-0.2629500662944739,0.04345715960662955,-0.06921549129504112
